MovieID,Title,Title_Clean,Year,Genre_Count,Genres,Language,Country,Total Views,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6
1824,Homegrown (1998),Homegrown,1998.0,2,Comedy|Thriller,Spanish,India,43491,Comedy,Thriller,,,,
1825,"Player's Club, The (1998)","Player's Club, The",1998.0,2,Action|Drama,English,France,84481,Action,Drama,,,,
1826,Barney's Great Adventure (1998),Barney's Great Adventure,1998.0,2,Adventure|Children's,Italian,France,87310,Adventure,Children's,,,,
1827,"Big One, The (1997)","Big One, The",1997.0,2,Comedy|Documentary,German,USA,35155,Comedy,Documentary,,,,
1829,Chinese Box (1997),Chinese Box,1997.0,2,Drama|Romance,Spanish,USA,86076,Drama,Romance,,,,
1830,Follow the Bitch (1998),Follow the Bitch,1998.0,1,Comedy,English,USA,6331,Comedy,,,,,
1831,Lost in Space (1998),Lost in Space,1998.0,3,Action|Sci-Fi|Thriller,German,UK,92248,Action,Sci-Fi,Thriller,,,
1832,Heaven's Burning (1997),Heaven's Burning,1997.0,2,Action|Drama,English,France,82298,Action,Drama,,,,
1833,Mercury Rising (1998),Mercury Rising,1998.0,3,Action|Drama|Thriller,English,Canada,1304,Action,Drama,Thriller,,,
1834,"Spanish Prisoner, The (1997)","Spanish Prisoner, The",1997.0,2,Drama|Thriller,Italian,India,89327,Drama,Thriller,,,,
1835,City of Angels (1998),City of Angels,1998.0,1,Romance,Spanish,USA,81357,Romance,,,,,
1836,"Last Days of Disco, The (1998)","Last Days of Disco, The",1998.0,1,Drama,German,Italy,51604,Drama,,,,,
1837,"Odd Couple II, The (1998)","Odd Couple II, The",1998.0,1,Comedy,French,USA,85279,Comedy,,,,,
1839,My Giant (1998),My Giant,1998.0,1,Comedy,Spanish,USA,42222,Comedy,,,,,
1840,He Got Game (1998),He Got Game,1998.0,1,Drama,French,UK,17468,Drama,,,,,
1841,"Gingerbread Man, The (1998)","Gingerbread Man, The",1998.0,2,Drama|Thriller,German,Canada,60522,Drama,Thriller,,,,
1842,Illtown (1996),Illtown,1996.0,2,Crime|Drama,Italian,France,10689,Crime,Drama,,,,
1843,Slappy and the Stinkers (1998),Slappy and the Stinkers,1998.0,2,Children's|Comedy,Italian,France,46468,Children's,Comedy,,,,
1844,Live Flesh (1997),Live Flesh,1997.0,1,Drama,French,France,61669,Drama,,,,,
1845,Zero Effect (1998),Zero Effect,1998.0,2,Comedy|Thriller,Spanish,India,3427,Comedy,Thriller,,,,
1846,Nil By Mouth (1997),Nil By Mouth,1997.0,1,Drama,English,Canada,2498,Drama,,,,,
1847,Ratchet (1996),Ratchet,1996.0,2,Drama|Thriller,Spanish,UK,35406,Drama,Thriller,,,,
1848,"Borrowers, The (1997)","Borrowers, The",1997.0,4,Adventure|Children's|Comedy|Fantasy,Italian,France,50621,Adventure,Children's,Comedy,Fantasy,,
1849,Prince Valiant (1997),Prince Valiant,1997.0,1,Adventure,English,UK,55093,Adventure,,,,,
1850,"I Love You, Don't Touch Me! (1998)","I Love You, Don't Touch Me!",1998.0,2,Drama|Romance,English,India,46071,Drama,Romance,,,,
1851,Leather Jacket Love Story (1997),Leather Jacket Love Story,1997.0,2,Drama|Romance,Spanish,France,7591,Drama,Romance,,,,
1852,Love Walked In (1998),Love Walked In,1998.0,2,Drama|Thriller,French,UK,97224,Drama,Thriller,,,,
1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)","Alan Smithee Film: Burn Hollywood Burn, An",1997.0,1,Comedy,French,India,4331,Comedy,,,,,
1854,Kissing a Fool (1998),Kissing a Fool,1998.0,2,Comedy|Romance,German,Canada,76053,Comedy,Romance,,,,
1855,Krippendorf's Tribe (1998),Krippendorf's Tribe,1998.0,1,Comedy,English,Italy,46014,Comedy,,,,,
1856,Kurt & Courtney (1998),Kurt & Courtney,1998.0,2,Documentary|Musical,Spanish,UK,55835,Documentary,Musical,,,,
1857,"Real Blonde, The (1997)","Real Blonde, The",1997.0,1,Comedy,French,France,29505,Comedy,,,,,
1858,Mr. Nice Guy (1997),Mr. Nice Guy,1997.0,2,Action|Comedy,French,UK,42648,Action,Comedy,,,,
1859,Taste of Cherry (1997),Taste of Cherry,1997.0,1,Drama,French,UK,71242,Drama,,,,,
1860,Character (Karakter) (1997),Character (Karakter),1997.0,1,Drama,French,Italy,25607,Drama,,,,,
1861,Junk Mail (1997),Junk Mail,1997.0,2,Comedy|Thriller,Italian,India,84610,Comedy,Thriller,,,,
1862,Species II (1998),Species II,1998.0,2,Horror|Sci-Fi,Spanish,UK,52969,Horror,Sci-Fi,,,,
1863,Major League: Back to the Minors (1998),Major League: Back to the Minors,1998.0,1,Comedy,German,France,39172,Comedy,,,,,
1864,Sour Grapes (1998),Sour Grapes,1998.0,1,Comedy,French,India,31453,Comedy,,,,,
1865,Wild Man Blues (1998),Wild Man Blues,1998.0,1,Documentary,French,Italy,66161,Documentary,,,,,
1866,"Big Hit, The (1998)","Big Hit, The",1998.0,2,Action|Comedy,English,India,57472,Action,Comedy,,,,
1867,Tarzan and the Lost City (1998),Tarzan and the Lost City,1998.0,2,Action|Adventure,English,Canada,19554,Action,Adventure,,,,
1868,"Truce, The (1996)","Truce, The",1996.0,2,Drama|War,French,France,42165,Drama,War,,,,
1869,Black Dog (1998),Black Dog,1998.0,2,Action|Thriller,Italian,UK,38163,Action,Thriller,,,,
1870,"Dancer, Texas Pop. 81 (1998)","Dancer, Texas Pop. 81",1998.0,2,Comedy|Drama,French,UK,64464,Comedy,Drama,,,,
1871,"Friend of the Deceased, A (1997)","Friend of the Deceased, A",1997.0,2,Comedy|Drama,French,France,33229,Comedy,Drama,,,,
1872,Go Now (1995),Go Now,1995.0,1,Drama,English,Canada,77147,Drama,,,,,
1873,"Misérables, Les (1998)","Misérables, Les",1998.0,1,Drama,Italian,India,79890,Drama,,,,,
1874,Still Breathing (1997),Still Breathing,1997.0,2,Comedy|Romance,Spanish,Italy,40387,Comedy,Romance,,,,
1875,Clockwatchers (1997),Clockwatchers,1997.0,1,Comedy,Italian,India,35537,Comedy,,,,,
1876,Deep Impact (1998),Deep Impact,1998.0,4,Action|Drama|Sci-Fi|Thriller,Italian,UK,13477,Action,Drama,Sci-Fi,Thriller,,
1877,Little Men (1998),Little Men,1998.0,1,Drama,German,India,63610,Drama,,,,,
1878,Woo (1998),Woo,1998.0,2,Comedy|Romance,Spanish,France,58290,Comedy,Romance,,,,
1879,"Hanging Garden, The (1997)","Hanging Garden, The",1997.0,1,Drama,English,UK,79381,Drama,,,,,
1880,Lawn Dogs (1997),Lawn Dogs,1997.0,1,Drama,Italian,USA,18234,Drama,,,,,
1881,Quest for Camelot (1998),Quest for Camelot,1998.0,4,Adventure|Animation|Children's|Fantasy,English,USA,17616,Adventure,Animation,Children's,Fantasy,,
1882,Godzilla (1998),Godzilla,1998.0,2,Action|Sci-Fi,French,France,21759,Action,Sci-Fi,,,,
1883,Bulworth (1998),Bulworth,1998.0,1,Comedy,English,UK,40881,Comedy,,,,,
1884,Fear and Loathing in Las Vegas (1998),Fear and Loathing in Las Vegas,1998.0,2,Comedy|Drama,French,Canada,60888,Comedy,Drama,,,,
1885,"Opposite of Sex, The (1998)","Opposite of Sex, The",1998.0,2,Comedy|Drama,Italian,France,5534,Comedy,Drama,,,,
1886,I Got the Hook Up (1998),I Got the Hook Up,1998.0,1,Comedy,French,India,55966,Comedy,,,,,
1887,Almost Heroes (1998),Almost Heroes,1998.0,2,Adventure|Comedy,German,USA,94948,Adventure,Comedy,,,,
1888,Hope Floats (1998),Hope Floats,1998.0,3,Comedy|Drama|Romance,English,USA,75847,Comedy,Drama,Romance,,,
1889,Insomnia (1997),Insomnia,1997.0,1,Thriller,English,India,74874,Thriller,,,,,
1890,Little Boy Blue (1997),Little Boy Blue,1997.0,1,Drama,Italian,Italy,92834,Drama,,,,,
1891,"Ugly, The (1997)","Ugly, The",1997.0,2,Horror|Thriller,French,Italy,1065,Horror,Thriller,,,,
1892,"Perfect Murder, A (1998)","Perfect Murder, A",1998.0,2,Mystery|Thriller,Spanish,France,31059,Mystery,Thriller,,,,
1893,Beyond Silence (1996),Beyond Silence,1996.0,1,Drama,German,France,16677,Drama,,,,,
1894,Six Days Seven Nights (1998),Six Days Seven Nights,1998.0,3,Adventure|Comedy|Romance,German,Italy,69761,Adventure,Comedy,Romance,,,
1895,Can't Hardly Wait (1998),Can't Hardly Wait,1998.0,3,Comedy|Drama|Romance,Italian,USA,80248,Comedy,Drama,Romance,,,
1896,Cousin Bette (1998),Cousin Bette,1998.0,1,Comedy,English,Italy,86050,Comedy,,,,,
1897,High Art (1998),High Art,1998.0,2,Drama|Romance,German,UK,66065,Drama,Romance,,,,
1898,"Land Girls, The (1998)","Land Girls, The",1998.0,2,Drama|War,Italian,USA,72079,Drama,War,,,,
1899,Passion in the Desert (1998),Passion in the Desert,1998.0,2,Adventure|Drama,German,Canada,1802,Adventure,Drama,,,,
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)","Children of Heaven, The (Bacheha-Ye Aseman)",1997.0,1,Drama,Italian,Canada,76291,Drama,,,,,
1901,Dear Jesse (1997),Dear Jesse,1997.0,1,Documentary,French,France,24759,Documentary,,,,,
1902,Dream for an Insomniac (1996),Dream for an Insomniac,1996.0,2,Drama|Romance,English,India,29099,Drama,Romance,,,,
1903,Hav Plenty (1997),Hav Plenty,1997.0,1,Comedy,French,Canada,41847,Comedy,,,,,
1904,Henry Fool (1997),Henry Fool,1997.0,2,Comedy|Drama,French,Canada,50427,Comedy,Drama,,,,
1905,Marie Baie Des Anges (1997),Marie Baie Des Anges,1997.0,1,Drama,Spanish,USA,98506,Drama,,,,,
1906,Mr. Jealousy (1997),Mr. Jealousy,1997.0,2,Comedy|Romance,Spanish,USA,29158,Comedy,Romance,,,,
1907,Mulan (1998),Mulan,1998.0,2,Animation|Children's,French,USA,76100,Animation,Children's,,,,
1908,Resurrection Man (1998),Resurrection Man,1998.0,2,Drama|Thriller,English,USA,40533,Drama,Thriller,,,,
1909,"X-Files: Fight the Future, The (1998)","X-Files: Fight the Future, The",1998.0,3,Mystery|Sci-Fi|Thriller,English,France,14417,Mystery,Sci-Fi,Thriller,,,
1910,I Went Down (1997),I Went Down,1997.0,3,Action|Comedy|Crime,French,Canada,66544,Action,Comedy,Crime,,,
1911,Doctor Dolittle (1998),Doctor Dolittle,1998.0,1,Comedy,Spanish,France,97843,Comedy,,,,,
1912,Out of Sight (1998),Out of Sight,1998.0,3,Action|Crime|Romance,Italian,UK,16364,Action,Crime,Romance,,,
1913,Picnic at Hanging Rock (1975),Picnic at Hanging Rock,1975.0,2,Drama|Mystery,French,France,20697,Drama,Mystery,,,,
1914,Smoke Signals (1998),Smoke Signals,1998.0,2,Comedy|Drama,Italian,UK,55263,Comedy,Drama,,,,
1915,Voyage to the Beginning of the World (1997),Voyage to the Beginning of the World,1997.0,1,Drama,Spanish,Italy,16975,Drama,,,,,
1916,Buffalo 66 (1998),Buffalo 66,1998.0,3,Action|Comedy|Drama,Italian,UK,40924,Action,Comedy,Drama,,,
1917,Armageddon (1998),Armageddon,1998.0,4,Action|Adventure|Sci-Fi|Thriller,Spanish,USA,92662,Action,Adventure,Sci-Fi,Thriller,,
1918,Lethal Weapon 4 (1998),Lethal Weapon 4,1998.0,4,Action|Comedy|Crime|Drama,English,France,25073,Action,Comedy,Crime,Drama,,
1919,Madeline (1998),Madeline,1998.0,2,Children's|Comedy,French,Canada,2517,Children's,Comedy,,,,
1920,Small Soldiers (1998),Small Soldiers,1998.0,4,Animation|Children's|Fantasy|War,French,UK,26975,Animation,Children's,Fantasy,War,,
1921,Pi (1998),Pi,1998.0,2,Sci-Fi|Thriller,French,Canada,35737,Sci-Fi,Thriller,,,,
1922,Whatever (1998),Whatever,1998.0,1,Drama,French,Canada,62470,Drama,,,,,
1923,There's Something About Mary (1998),There's Something About Mary,1998.0,1,Comedy,English,France,67002,Comedy,,,,,
1924,Plan 9 from Outer Space (1958),Plan 9 from Outer Space,1958.0,2,Horror|Sci-Fi,English,UK,59988,Horror,Sci-Fi,,,,
1925,Wings (1927),Wings,1927.0,3,Drama|Romance|War,French,France,10389,Drama,Romance,War,,,
1926,"Broadway Melody, The (1929)","Broadway Melody, The",1929.0,1,Musical,French,India,13426,Musical,,,,,
1927,All Quiet on the Western Front (1930),All Quiet on the Western Front,1930.0,1,War,German,Italy,68195,War,,,,,
1928,Cimarron (1931),Cimarron,1931.0,1,Western,Italian,UK,45909,Western,,,,,
1929,Grand Hotel (1932),Grand Hotel,1932.0,1,Drama,English,USA,39837,Drama,,,,,
1930,Cavalcade (1933),Cavalcade,1933.0,1,Drama,Italian,Italy,30798,Drama,,,,,
1931,Mutiny on the Bounty (1935),Mutiny on the Bounty,1935.0,1,Adventure,Spanish,Canada,28722,Adventure,,,,,
1932,"Great Ziegfeld, The (1936)","Great Ziegfeld, The",1936.0,1,Musical,English,Canada,82812,Musical,,,,,
1933,"Life of Émile Zola, The (1937)","Life of Émile Zola, The",1937.0,1,Drama,Spanish,India,8068,Drama,,,,,
1934,You Can't Take It With You (1938),You Can't Take It With You,1938.0,1,Comedy,English,Canada,79617,Comedy,,,,,
1935,How Green Was My Valley (1941),How Green Was My Valley,1941.0,1,Drama,English,India,35749,Drama,,,,,
1936,Mrs. Miniver (1942),Mrs. Miniver,1942.0,2,Drama|War,English,USA,3215,Drama,War,,,,
1937,Going My Way (1944),Going My Way,1944.0,1,Comedy,German,Italy,91554,Comedy,,,,,
1938,"Lost Weekend, The (1945)","Lost Weekend, The",1945.0,1,Drama,German,USA,96229,Drama,,,,,
1939,"Best Years of Our Lives, The (1946)","Best Years of Our Lives, The",1946.0,2,Drama|War,Spanish,USA,93750,Drama,War,,,,
1940,Gentleman's Agreement (1947),Gentleman's Agreement,1947.0,1,Drama,French,Canada,27740,Drama,,,,,
1941,Hamlet (1948),Hamlet,1948.0,1,Drama,English,Italy,33512,Drama,,,,,
1942,All the King's Men (1949),All the King's Men,1949.0,1,Drama,French,Italy,50884,Drama,,,,,
1943,"Greatest Show on Earth, The (1952)","Greatest Show on Earth, The",1952.0,1,Drama,Italian,USA,97408,Drama,,,,,
1944,From Here to Eternity (1953),From Here to Eternity,1953.0,3,Drama|Romance|War,German,Italy,60811,Drama,Romance,War,,,
1945,On the Waterfront (1954),On the Waterfront,1954.0,2,Crime|Drama,English,India,45534,Crime,Drama,,,,
1946,Marty (1955),Marty,1955.0,2,Drama|Romance,German,India,47331,Drama,Romance,,,,
1947,West Side Story (1961),West Side Story,1961.0,2,Musical|Romance,English,Italy,67503,Musical,Romance,,,,
1948,Tom Jones (1963),Tom Jones,1963.0,1,Comedy,Spanish,Canada,60097,Comedy,,,,,
1949,"Man for All Seasons, A (1966)","Man for All Seasons, A",1966.0,1,Drama,Spanish,USA,6396,Drama,,,,,
1950,In the Heat of the Night (1967),In the Heat of the Night,1967.0,2,Drama|Mystery,English,USA,7008,Drama,Mystery,,,,
1951,Oliver! (1968),Oliver!,1968.0,1,Musical,Spanish,Canada,90618,Musical,,,,,
1952,Midnight Cowboy (1969),Midnight Cowboy,1969.0,1,Drama,Italian,Canada,93849,Drama,,,,,
1953,"French Connection, The (1971)","French Connection, The",1971.0,4,Action|Crime|Drama|Thriller,German,Italy,71531,Action,Crime,Drama,Thriller,,
1954,Rocky (1976),Rocky,1976.0,2,Action|Drama,Italian,France,67400,Action,Drama,,,,
1955,Kramer Vs. Kramer (1979),Kramer Vs. Kramer,1979.0,1,Drama,English,Canada,59983,Drama,,,,,
1956,Ordinary People (1980),Ordinary People,1980.0,1,Drama,English,India,61416,Drama,,,,,
1957,Chariots of Fire (1981),Chariots of Fire,1981.0,1,Drama,German,Canada,31339,Drama,,,,,
1958,Terms of Endearment (1983),Terms of Endearment,1983.0,2,Comedy|Drama,Italian,UK,68815,Comedy,Drama,,,,
1959,Out of Africa (1985),Out of Africa,1985.0,2,Drama|Romance,English,India,24934,Drama,Romance,,,,
1960,"Last Emperor, The (1987)","Last Emperor, The",1987.0,2,Drama|War,English,France,11082,Drama,War,,,,
1961,Rain Man (1988),Rain Man,1988.0,1,Drama,German,Canada,46041,Drama,,,,,
1962,Driving Miss Daisy (1989),Driving Miss Daisy,1989.0,1,Drama,German,USA,30634,Drama,,,,,
1963,Take the Money and Run (1969),Take the Money and Run,1969.0,1,Comedy,English,India,67330,Comedy,,,,,
1964,Klute (1971),Klute,1971.0,2,Drama|Mystery,English,Canada,91669,Drama,Mystery,,,,
1965,Repo Man (1984),Repo Man,1984.0,2,Comedy|Sci-Fi,German,India,16368,Comedy,Sci-Fi,,,,
1966,Metropolitan (1990),Metropolitan,1990.0,1,Comedy,German,Canada,31249,Comedy,,,,,
1967,Labyrinth (1986),Labyrinth,1986.0,3,Adventure|Children's|Fantasy,French,Italy,5039,Adventure,Children's,Fantasy,,,
1968,"Breakfast Club, The (1985)","Breakfast Club, The",1985.0,2,Comedy|Drama,French,France,18715,Comedy,Drama,,,,
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)","Nightmare on Elm Street Part 2: Freddy's Revenge, A",1985.0,1,Horror,German,UK,20427,Horror,,,,,
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)","Nightmare on Elm Street 3: Dream Warriors, A",1987.0,1,Horror,English,USA,96721,Horror,,,,,
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)","Nightmare on Elm Street 4: The Dream Master, A",1988.0,1,Horror,English,UK,95755,Horror,,,,,
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)","Nightmare on Elm Street 5: The Dream Child, A",1989.0,1,Horror,German,Italy,73231,Horror,,,,,
1973,Freddy's Dead: The Final Nightmare (1991),Freddy's Dead: The Final Nightmare,1991.0,1,Horror,Italian,Canada,61747,Horror,,,,,
1974,Friday the 13th (1980),Friday the 13th,1980.0,1,Horror,English,France,93764,Horror,,,,,
1975,Friday the 13th Part 2 (1981),Friday the 13th Part 2,1981.0,1,Horror,Italian,Italy,3639,Horror,,,,,
1976,Friday the 13th Part 3: 3D (1982),Friday the 13th Part 3: 3D,1982.0,1,Horror,German,USA,13181,Horror,,,,,
1977,Friday the 13th: The Final Chapter (1984),Friday the 13th: The Final Chapter,1984.0,1,Horror,Italian,USA,14876,Horror,,,,,
1978,Friday the 13th Part V: A New Beginning (1985),Friday the 13th Part V: A New Beginning,1985.0,1,Horror,English,India,24343,Horror,,,,,
1979,Friday the 13th Part VI: Jason Lives (1986),Friday the 13th Part VI: Jason Lives,1986.0,1,Horror,Italian,UK,49556,Horror,,,,,
1980,Friday the 13th Part VII: The New Blood (1988),Friday the 13th Part VII: The New Blood,1988.0,1,Horror,Spanish,Italy,60977,Horror,,,,,
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Friday the 13th Part VIII: Jason Takes Manhattan,1989.0,1,Horror,English,Canada,8271,Horror,,,,,
1982,Halloween (1978),Halloween,1978.0,1,Horror,English,India,93515,Horror,,,,,
1983,Halloween II (1981),Halloween II,1981.0,1,Horror,English,Italy,44772,Horror,,,,,
1984,Halloween III: Season of the Witch (1983),Halloween III: Season of the Witch,1983.0,1,Horror,English,Italy,99588,Horror,,,,,
1985,Halloween 4: The Return of Michael Myers (1988),Halloween 4: The Return of Michael Myers,1988.0,1,Horror,French,Italy,25823,Horror,,,,,
1986,Halloween 5: The Revenge of Michael Myers (1989),Halloween 5: The Revenge of Michael Myers,1989.0,1,Horror,German,France,79704,Horror,,,,,
1987,Prom Night (1980),Prom Night,1980.0,1,Horror,Spanish,Italy,43433,Horror,,,,,
1988,Hello Mary Lou: Prom Night II (1987),Hello Mary Lou: Prom Night II,1987.0,1,Horror,French,Canada,63280,Horror,,,,,
1989,Prom Night III: The Last Kiss (1989),Prom Night III: The Last Kiss,1989.0,1,Horror,French,Canada,35880,Horror,,,,,
1990,Prom Night IV: Deliver Us From Evil (1992),Prom Night IV: Deliver Us From Evil,1992.0,1,Horror,French,Canada,94773,Horror,,,,,
1991,Child's Play (1988),Child's Play,1988.0,1,Horror,French,France,35161,Horror,,,,,
1992,Child's Play 2 (1990),Child's Play 2,1990.0,1,Horror,French,Italy,44306,Horror,,,,,
1993,Child's Play 3 (1992),Child's Play 3,1992.0,1,Horror,English,USA,72717,Horror,,,,,
1994,Poltergeist (1982),Poltergeist,1982.0,2,Horror|Thriller,Italian,USA,2038,Horror,Thriller,,,,
1995,Poltergeist II: The Other Side (1986),Poltergeist II: The Other Side,1986.0,2,Horror|Thriller,German,Italy,7546,Horror,Thriller,,,,
1996,Poltergeist III (1988),Poltergeist III,1988.0,2,Horror|Thriller,French,France,13114,Horror,Thriller,,,,
1997,"Exorcist, The (1973)","Exorcist, The",1973.0,1,Horror,English,France,64945,Horror,,,,,
1998,Exorcist II: The Heretic (1977),Exorcist II: The Heretic,1977.0,1,Horror,English,France,77800,Horror,,,,,
1999,"Exorcist III, The (1990)","Exorcist III, The",1990.0,1,Horror,Italian,India,92944,Horror,,,,,
2000,Lethal Weapon (1987),Lethal Weapon,1987.0,4,Action|Comedy|Crime|Drama,French,UK,23450,Action,Comedy,Crime,Drama,,
2001,Lethal Weapon 2 (1989),Lethal Weapon 2,1989.0,4,Action|Comedy|Crime|Drama,French,India,4410,Action,Comedy,Crime,Drama,,
2002,Lethal Weapon 3 (1992),Lethal Weapon 3,1992.0,4,Action|Comedy|Crime|Drama,English,Italy,28534,Action,Comedy,Crime,Drama,,
2003,Gremlins (1984),Gremlins,1984.0,2,Comedy|Horror,French,Canada,47373,Comedy,Horror,,,,
2004,Gremlins 2: The New Batch (1990),Gremlins 2: The New Batch,1990.0,2,Comedy|Horror,Italian,Italy,28650,Comedy,Horror,,,,
2005,"Goonies, The (1985)","Goonies, The",1985.0,3,Adventure|Children's|Fantasy,French,France,80593,Adventure,Children's,Fantasy,,,
2006,"Mask of Zorro, The (1998)","Mask of Zorro, The",1998.0,3,Action|Adventure|Romance,Italian,Italy,39910,Action,Adventure,Romance,,,
2007,Polish Wedding (1998),Polish Wedding,1998.0,1,Comedy,German,USA,34505,Comedy,,,,,
2008,"This World, Then the Fireworks (1996)","This World, Then the Fireworks",1996.0,3,Crime|Drama|Film-Noir,English,France,35445,Crime,Drama,Film-Noir,,,
2009,Soylent Green (1973),Soylent Green,1973.0,2,Sci-Fi|Thriller,English,USA,78286,Sci-Fi,Thriller,,,,
2010,Metropolis (1926),Metropolis,1926.0,1,Sci-Fi,English,India,94014,Sci-Fi,,,,,
2011,Back to the Future Part II (1989),Back to the Future Part II,1989.0,2,Comedy|Sci-Fi,English,India,75439,Comedy,Sci-Fi,,,,
2012,Back to the Future Part III (1990),Back to the Future Part III,1990.0,3,Comedy|Sci-Fi|Western,English,USA,24074,Comedy,Sci-Fi,Western,,,
2013,"Poseidon Adventure, The (1972)","Poseidon Adventure, The",1972.0,2,Action|Adventure,Italian,India,75442,Action,Adventure,,,,
2014,Freaky Friday (1977),Freaky Friday,1977.0,2,Children's|Comedy,Italian,USA,16509,Children's,Comedy,,,,
2015,"Absent Minded Professor, The (1961)","Absent Minded Professor, The",1961.0,3,Children's|Comedy|Fantasy,Spanish,Canada,97095,Children's,Comedy,Fantasy,,,
2016,"Apple Dumpling Gang Rides Again, The (1979)","Apple Dumpling Gang Rides Again, The",1979.0,3,Children's|Comedy|Western,English,Canada,8812,Children's,Comedy,Western,,,
2017,Babes in Toyland (1961),Babes in Toyland,1961.0,3,Children's|Fantasy|Musical,French,Italy,54390,Children's,Fantasy,Musical,,,
2018,Bambi (1942),Bambi,1942.0,2,Animation|Children's,Italian,France,49825,Animation,Children's,,,,
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Seven Samurai (The Magnificent Seven) (Shichinin no samurai),1954.0,2,Action|Drama,Spanish,Canada,57624,Action,Drama,,,,
2020,Dangerous Liaisons (1988),Dangerous Liaisons,1988.0,2,Drama|Romance,Italian,France,73422,Drama,Romance,,,,
2021,Dune (1984),Dune,1984.0,2,Fantasy|Sci-Fi,French,USA,36616,Fantasy,Sci-Fi,,,,
2022,"Last Temptation of Christ, The (1988)","Last Temptation of Christ, The",1988.0,1,Drama,German,USA,58531,Drama,,,,,
2023,"Godfather: Part III, The (1990)","Godfather: Part III, The",1990.0,3,Action|Crime|Drama,French,Canada,82257,Action,Crime,Drama,,,
2024,"Rapture, The (1991)","Rapture, The",1991.0,2,Drama|Mystery,English,Italy,63526,Drama,Mystery,,,,
2025,Lolita (1997),Lolita,1997.0,2,Drama|Romance,English,Canada,20203,Drama,Romance,,,,
2026,Disturbing Behavior (1998),Disturbing Behavior,1998.0,2,Horror|Thriller,Spanish,India,80217,Horror,Thriller,,,,
2027,Mafia! (1998),Mafia!,1998.0,2,Comedy|Crime,English,France,77704,Comedy,Crime,,,,
2028,Saving Private Ryan (1998),Saving Private Ryan,1998.0,3,Action|Drama|War,German,Italy,79895,Action,Drama,War,,,
2029,Billy's Hollywood Screen Kiss (1997),Billy's Hollywood Screen Kiss,1997.0,2,Comedy|Romance,English,Canada,69891,Comedy,Romance,,,,
2030,East Palace West Palace (Dong gong xi gong) (1997),East Palace West Palace (Dong gong xi gong),1997.0,1,Drama,Spanish,USA,52647,Drama,,,,,
2031,"$1,000,000 Duck (1971)","$1,000,000 Duck",1971.0,2,Children's|Comedy,French,India,24224,Children's,Comedy,,,,
2032,"Barefoot Executive, The (1971)","Barefoot Executive, The",1971.0,2,Children's|Comedy,French,UK,33684,Children's,Comedy,,,,
2033,"Black Cauldron, The (1985)","Black Cauldron, The",1985.0,2,Animation|Children's,Spanish,UK,44566,Animation,Children's,,,,
2034,"Black Hole, The (1979)","Black Hole, The",1979.0,1,Sci-Fi,German,USA,62231,Sci-Fi,,,,,
2035,Blackbeard's Ghost (1968),Blackbeard's Ghost,1968.0,2,Children's|Comedy,Italian,Canada,77096,Children's,Comedy,,,,
2036,Blank Check (1994),Blank Check,1994.0,2,Children's|Comedy,Spanish,UK,85017,Children's,Comedy,,,,
2037,Candleshoe (1977),Candleshoe,1977.0,3,Adventure|Children's|Comedy,German,USA,31412,Adventure,Children's,Comedy,,,
2038,"Cat from Outer Space, The (1978)","Cat from Outer Space, The",1978.0,3,Children's|Comedy|Sci-Fi,Spanish,Canada,30973,Children's,Comedy,Sci-Fi,,,
2039,Cheetah (1989),Cheetah,1989.0,2,Adventure|Children's,Spanish,India,47005,Adventure,Children's,,,,
2040,"Computer Wore Tennis Shoes, The (1970)","Computer Wore Tennis Shoes, The",1970.0,2,Children's|Comedy,Italian,Italy,10477,Children's,Comedy,,,,
2041,Condorman (1981),Condorman,1981.0,4,Action|Adventure|Children's|Comedy,Spanish,France,38319,Action,Adventure,Children's,Comedy,,
2042,D2: The Mighty Ducks (1994),D2: The Mighty Ducks,1994.0,2,Children's|Comedy,French,UK,17751,Children's,Comedy,,,,
2043,Darby O'Gill and the Little People (1959),Darby O'Gill and the Little People,1959.0,3,Adventure|Children's|Fantasy,Spanish,France,76491,Adventure,Children's,Fantasy,,,
2044,"Devil and Max Devlin, The (1981)","Devil and Max Devlin, The",1981.0,1,Comedy,French,Italy,3701,Comedy,,,,,
2045,"Far Off Place, A (1993)","Far Off Place, A",1993.0,4,Adventure|Children's|Drama|Romance,Spanish,USA,61968,Adventure,Children's,Drama,Romance,,
2046,Flight of the Navigator (1986),Flight of the Navigator,1986.0,3,Adventure|Children's|Sci-Fi,French,UK,18975,Adventure,Children's,Sci-Fi,,,
2047,"Gnome-Mobile, The (1967)","Gnome-Mobile, The",1967.0,1,Children's,Spanish,UK,36308,Children's,,,,,
2048,"Great Mouse Detective, The (1986)","Great Mouse Detective, The",1986.0,2,Animation|Children's,Spanish,France,73266,Animation,Children's,,,,
